query_idx,cluster,miller_family,cluster_coherence@10,precision@10_miller,mean_similarity@10
86396,1,{321},0.9,1.0,0.9980578184127807
44437,21,{211},1.0,1.0,0.9930869102478027
1587,28,{711},1.0,1.0,0.9867089092731476
81461,23,{430},1.0,1.0,0.9946618795394897
52142,27,{431},1.0,1.0,0.9944359540939331
122564,13,{111},1.0,1.0,0.992280513048172
109754,34,{321},1.0,1.0,0.9923518896102905
49827,14,{432},1.0,0.8,0.9823288679122925
85957,18,{521},1.0,1.0,0.9899758219718933
123296,10,{510},1.0,1.0,0.9947148621082306
10432,18,{711},1.0,1.0,0.987827354669571
15482,9,{332},1.0,1.0,0.9961616456508636
108597,14,{432},1.0,1.0,0.9863786935806275
48703,17,{432},1.0,1.0,0.9924811542034149
6515,20,{522},1.0,1.0,0.9800122439861297
39130,15,{531},1.0,1.0,0.9906017243862152
143313,11,{530},1.0,0.8,0.9945176005363464
25735,33,{521},1.0,1.0,0.9937310159206391
110660,3,{521},1.0,1.0,0.9915882349014282
42898,27,{531},1.0,0.3,0.9959703385829926
6859,6,{332},1.0,1.0,0.988514643907547
16480,13,{433},1.0,1.0,0.9964409530162811
1251,4,{433},1.0,1.0,0.9898093163967132
82853,1,{321},1.0,1.0,0.9951837480068206
21864,23,{430},1.0,1.0,0.9921988189220429
63403,33,{521},1.0,0.4,0.9943499207496643
34486,33,{310},0.7,1.0,0.9948891580104828
14203,5,{510},1.0,0.8,0.9870060324668884
123069,4,{111},1.0,1.0,0.9967170655727386
140414,15,{531},1.0,1.0,0.9924821555614471
100740,6,{322},1.0,1.0,0.9940387010574341
65624,30,{441},1.0,1.0,0.9858773350715637
19424,24,{430},1.0,1.0,0.9736026644706726
83389,1,{321},1.0,1.0,0.9971307039260864
87422,23,{430},1.0,1.0,0.993383264541626
30777,9,{332},1.0,1.0,0.9972481667995453
126624,10,{410},1.0,1.0,0.9931465089321136
117064,9,{332},1.0,1.0,0.9941338479518891
21770,28,{711},0.9,0.5,0.9831084847450257
5909,6,{322},1.0,0.9,0.9890112519264221
53004,17,{211},1.0,1.0,0.983315372467041
